0,1,2
-63.0,14.0,169.08521196394958
-62.8,14.0,165.66356119011624
-62.599999999999994,14.0,163.808105236565
-62.39999999999999,14.0,160.4328410728054
-62.19999999999999,14.0,154.93130351623228
-61.999999999999986,14.0,148.97211592263176
-61.79999999999998,14.0,144.4394565466505
-61.59999999999998,14.0,143.5921630859375
-61.39999999999998,14.0,143.5921630859375
-61.199999999999974,14.0,143.5921630859375
-60.99999999999997,14.0,133.32128528059425
-60.79999999999997,14.0,113.82974819061731
-60.599999999999966,14.0,96.20994154211462
-60.39999999999996,14.0,80.15145523118949
-60.19999999999996,14.0,64.53781449924118
-59.99999999999996,14.0,51.670054971686945
-59.799999999999955,14.0,38.9407370431368
-59.59999999999995,14.0,28.642747491322268
-59.39999999999995,14.0,22.15169627592971
-59.199999999999946,14.0,17.34519170841385
-58.99999999999994,14.0,13.808632646805158
-63.0,14.2,174.70979507301354
-62.8,14.2,174.45394269490055
-62.599999999999994,14.2,170.82482810613766
-62.39999999999999,14.2,166.18073149116503
-62.19999999999999,14.2,164.6192923870457
-61.999999999999986,14.2,161.64387468997128
-61.79999999999998,14.2,156.9793989260767
-61.59999999999998,14.2,150.72142670684863
-61.39999999999998,14.2,145.9651474400385
-61.199999999999974,14.2,142.89641750502088
-60.99999999999997,14.2,124.70607799000553
-60.79999999999997,14.2,105.5682858830369
-60.599999999999966,14.2,89.17909480718764
-60.39999999999996,14.2,72.98457576358393
-60.19999999999996,14.2,58.70375369313252
-59.99999999999996,14.2,46.06318954790396
-59.799999999999955,14.2,33.80284231837007
-59.59999999999995,14.2,25.495378754093995
-59.39999999999995,14.2,19.898637319637356
-59.199999999999946,14.2,15.616813277991817
-58.99999999999994,14.2,12.571151823802378
-63.0,14.399999999999999,179.9660910893763
-62.8,14.399999999999999,178.33388728697247
-62.599999999999994,14.399999999999999,175.26688939581624
-62.39999999999999,14.399999999999999,174.58892986505498
-62.19999999999999,14.399999999999999,172.63333777543914
-61.999999999999986,14.399999999999999,167.29973996766827
-61.79999999999998,14.399999999999999,165.1506598209681
-61.59999999999998,14.399999999999999,162.7702866149013
-61.39999999999998,14.399999999999999,158.8812351889653
-61.199999999999974,14.399999999999999,128.34457896869014
-60.99999999999997,14.399999999999999,110.10660024981912
-60.79999999999997,14.399999999999999,93.45518227369412
-60.599999999999966,14.399999999999999,81.99794761995783
-60.39999999999996,14.399999999999999,66.15907852297744
-60.19999999999996,14.399999999999999,53.139712563148784
-59.99999999999996,14.399999999999999,40.48392424872348
-59.799999999999955,14.399999999999999,29.644519426984903
-59.59999999999995,14.399999999999999,22.82387518811062
-59.39999999999995,14.399999999999999,17.880891276772246
-59.199999999999946,14.399999999999999,14.189276918322442
-58.99999999999994,14.399999999999999,11.457676747434121
-63.0,14.599999999999998,177.64679174896418
-62.8,14.599999999999998,179.54990146407013
-62.599999999999994,14.599999999999998,180.16469520308118
-62.39999999999999,14.599999999999998,179.0509371090482
-62.19999999999999,14.599999999999998,176.1723338327511
-61.999999999999986,14.599999999999998,174.4377551659383
-61.79999999999998,14.599999999999998,173.8007179020017
-61.59999999999998,14.599999999999998,168.89768723295725
-61.39999999999998,14.599999999999998,145.10343387314853
-61.199999999999974,14.599999999999998,116.59532494323157
-60.99999999999997,14.599999999999998,97.86373352844811
-60.79999999999997,14.599999999999998,80.54742447274322
-60.599999999999966,14.599999999999998,64.61817315294779
-60.39999999999996,14.599999999999998,51.5195504446816
-60.19999999999996,14.599999999999998,47.56455133409575
-59.99999999999996,14.599999999999998,35.092168471958196
-59.799999999999955,14.599999999999998,26.302213995137755
-59.59999999999995,14.599999999999998,20.510908008685977
-59.39999999999995,14.599999999999998,16.086508891827194
-59.199999999999946,14.599999999999998,12.917292733259584
-58.99999999999994,14.599999999999998,10.511129621221784
-63.0,14.799999999999997,170.5067026885775
-62.8,14.799999999999997,174.08669541662857
-62.599999999999994,14.799999999999997,176.91094580419832
-62.39999999999999,14.799999999999997,179.02046233909897
-62.19999999999999,14.799999999999997,180.2228398245384
-61.999999999999986,14.799999999999997,179.56758940717734
-61.79999999999998,14.799999999999997,177.32570650284754
-61.59999999999998,14.799999999999997,174.67689917796108
-61.39999999999998,14.799999999999997,134.76014188597463
-61.199999999999974,14.799999999999997,111.55123477298149
-60.99999999999997,14.799999999999997,89.9977399243665
-60.79999999999997,14.799999999999997,72.4834611148738
-60.599999999999966,14.799999999999997,55.95322897161197
-60.39999999999996,14.799999999999997,43.216561546229435
-60.19999999999996,14.799999999999997,34.937046712076835
-59.99999999999996,14.799999999999997,27.08139968167188
-59.799999999999955,14.799999999999997,23.264898427341077
-59.59999999999995,14.799999999999997,18.430275473126258
-59.39999999999995,14.799999999999997,14.571370969851714
-59.199999999999946,14.799999999999997,11.77262014188096
-58.99999999999994,14.799999999999997,9.646068295975592
-63.0,14.999999999999996,168.05301791771637
